ts,videoBitrate,videoIndex,videoPendingIndex,videoPendingMaxIndex,videoMaxIndex,videoBufferLength,videoDroppedFrames,videoLatencyCount,videoLatency,videoDownloadCount,videoDownload,videoRatioCount,videoRatio,videoMtp,videoEtp,videoLiveLatency,videoPlaybackRate,audioBitrate,audioIndex,audioPendingIndex,audioPendingMaxIndex,audioMaxIndex,audioBufferLength,audioDroppedFrames,audioLatencyCount,audioLatency,audioDownloadCount,audioDownload,audioRatioCount,audioRatio,audioMtp,audioEtp,audioLiveLatency,audioPlaybackRate
1744615438,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1
1744615438,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1
1744615438,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1
1744615439,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1
1744615439,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1
1744615439,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1
1744615439,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1
1744615439,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1
1744615439,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1
1744615439,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1
1744615439,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1
1744615439,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1
1744615439,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1
1744615440,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1
1744615440,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1
1744615440,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1
1744615440,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1
1744615440,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1
1744615440,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1
1744615440,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1
1744615440,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1
1744615440,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1
1744615440,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1
1744615441,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1
1744615441,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1
1744615441,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1
1744615441,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1
1744615441,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1
1744615441,599000,0,3,4,0,0,0,0,,0,,0,,0,0,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1
1744615441,599000,0,3,4,0,0,0,0,,0,,0,,0,0,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1
1744615441,599000,0,3,4,0,0,0,0,,0,,0,,0,0,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1
1744615441,599000,0,3,4,0,0,0,0,,0,,0,,0,0,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1
1744615441,599000,0,3,4,0,0,0,0,,0,,0,,0,0,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1
1744615442,599000,0,3,4,0,0,0,0,,0,,0,,0,0,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1
1744615442,599000,0,3,4,0,0,0,0,,0,,0,,0,0,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1
1744615442,599000,0,3,4,0,0,0,0,,0,,0,,0,0,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1
1744615442,599000,0,3,4,0,0,0,0,,0,,0,,0,0,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1
1744615442,599000,0,3,4,0,0,0,0,,0,,0,,0,0,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1
1744615442,599000,0,3,4,0,0,0,0,,0,,0,,0,0,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1
1744615442,599000,0,3,4,4,0,0,0,,0,,0,,0,0,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1
1744615442,599000,0,3,4,4,0,0,0,,0,,0,,0,0,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1
1744615442,599000,0,3,4,4,0,0,0,,0,,0,,0,0,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1
1744615442,599000,0,3,4,4,0,0,0,,0,,0,,0,0,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1
1744615443,599000,0,3,4,4,0,0,0,,0,,0,,0,0,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1
1744615443,599000,0,3,4,4,0,0,0,,0,,0,,0,0,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1
1744615443,599000,0,3,4,4,0,0,0,,0,,0,,0,0,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1
1744615443,599000,0,3,4,4,0,0,0,,0,,0,,0,0,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1
1744615443,599000,0,3,4,4,0,0,0,,0,,0,,0,0,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1
1744615443,599000,3,3,4,4,2,0,0,0.01 | 0.01 | 0.01,0,1.66 | 1.66 | 1.66,0,1.21 | 1.21 | 1.21,738.658,0.000,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1
1744615443,599000,3,3,4,4,2,0,0,0.01 | 0.01 | 0.01,0,1.66 | 1.66 | 1.66,0,1.21 | 1.21 | 1.21,738.658,0.000,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1
1744615443,599000,3,3,4,4,2,0,0,0.01 | 0.01 | 0.01,0,1.66 | 1.66 | 1.66,0,1.21 | 1.21 | 1.21,738.658,0.000,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1
1744615443,599000,3,3,4,4,2,0,0,0.01 | 0.01 | 0.01,0,1.66 | 1.66 | 1.66,0,1.21 | 1.21 | 1.21,738.658,0.000,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1
1744615444,599000,3,3,4,4,2,0,0,0.01 | 0.01 | 0.01,0,1.66 | 1.66 | 1.66,0,1.21 | 1.21 | 1.21,738.658,0.000,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1
1744615444,599000,3,3,4,4,2,0,0,0.01 | 0.01 | 0.01,0,1.66 | 1.66 | 1.66,0,1.21 | 1.21 | 1.21,738.658,0.000,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1
1744615444,599000,3,3,4,4,2,0,0,0.01 | 0.01 | 0.01,0,1.66 | 1.66 | 1.66,0,1.21 | 1.21 | 1.21,738.658,0.000,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1
1744615444,599000,3,3,4,4,2,0,0,0.01 | 0.01 | 0.01,0,1.66 | 1.66 | 1.66,0,1.21 | 1.21 | 1.21,738.658,0.000,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1
1744615444,599000,3,3,4,4,2,0,0,0.01 | 0.01 | 0.01,0,1.66 | 1.66 | 1.66,0,1.21 | 1.21 | 1.21,738.658,0.000,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1
1744615444,599000,3,3,4,4,2,0,0,0.01 | 0.01 | 0.01,0,1.66 | 1.66 | 1.66,0,1.21 | 1.21 | 1.21,738.658,0.000,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1
1744615444,599000,3,3,4,4,1.163,0,0,0.01 | 0.01 | 0.01,0,1.66 | 1.66 | 1.66,0,1.21 | 1.21 | 1.21,738.658,0.000,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1
1744615444,599000,3,3,4,4,1.163,0,0,0.01 | 0.01 | 0.01,0,1.66 | 1.66 | 1.66,0,1.21 | 1.21 | 1.21,738.658,0.000,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1
1744615444,599000,3,3,4,4,1.163,0,0,0.01 | 0.01 | 0.01,0,1.66 | 1.66 | 1.66,0,1.21 | 1.21 | 1.21,738.658,0.000,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1
1744615444,599000,3,3,4,4,1.163,0,0,0.01 | 0.01 | 0.01,0,1.66 | 1.66 | 1.66,0,1.21 | 1.21 | 1.21,738.658,0.000,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1
1744615445,599000,3,3,4,4,1.163,0,0,0.01 | 0.01 | 0.01,0,1.66 | 1.66 | 1.66,0,1.21 | 1.21 | 1.21,738.658,0.000,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1
1744615445,599000,3,3,4,4,1.163,0,0,0.01 | 0.01 | 0.01,0,1.66 | 1.66 | 1.66,0,1.21 | 1.21 | 1.21,738.658,0.000,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1
1744615445,599000,3,3,4,4,1.163,0,0,0.01 | 0.01 | 0.01,0,1.66 | 1.66 | 1.66,0,1.21 | 1.21 | 1.21,738.658,0.000,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1
1744615445,599000,3,3,4,4,1.163,0,0,0.01 | 0.01 | 0.01,0,1.66 | 1.66 | 1.66,0,1.21 | 1.21 | 1.21,738.658,0.000,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1
1744615445,599000,3,3,4,4,1.163,0,0,0.01 | 0.01 | 0.01,0,1.66 | 1.66 | 1.66,0,1.21 | 1.21 | 1.21,738.658,0.000,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1
1744615445,299500,3,1,4,4,2.207,0,0,0.01 | 0.01 | 0.01,0,1.66 | 1.78 | 1.89,0,1.06 | 1.13 | 1.21,699.798,0.000,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1
1744615445,299500,3,1,4,4,2.207,0,0,0.01 | 0.01 | 0.01,0,1.66 | 1.78 | 1.89,0,1.06 | 1.13 | 1.21,699.798,0.000,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1
1744615445,299500,3,1,4,4,2.207,0,0,0.01 | 0.01 | 0.01,0,1.66 | 1.78 | 1.89,0,1.06 | 1.13 | 1.21,699.798,0.000,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1
1744615445,299500,3,1,4,4,2.207,0,0,0.01 | 0.01 | 0.01,0,1.66 | 1.78 | 1.89,0,1.06 | 1.13 | 1.21,699.798,0.000,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1
1744615446,299500,3,1,4,4,2.207,0,0,0.01 | 0.01 | 0.01,0,1.66 | 1.78 | 1.89,0,1.06 | 1.13 | 1.21,699.798,0.000,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1
1744615446,299500,3,1,4,4,2.207,0,0,0.01 | 0.01 | 0.01,0,1.66 | 1.78 | 1.89,0,1.06 | 1.13 | 1.21,699.798,0.000,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1
1744615446,299500,3,1,4,4,2.207,0,0,0.01 | 0.01 | 0.01,0,1.66 | 1.78 | 1.89,0,1.06 | 1.13 | 1.21,699.798,0.000,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1
1744615446,299500,3,1,4,4,2.207,0,0,0.01 | 0.01 | 0.01,0,1.66 | 1.78 | 1.89,0,1.06 | 1.13 | 1.21,699.798,0.000,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1
1744615446,299500,3,1,4,4,2.207,0,0,0.01 | 0.01 | 0.01,0,1.66 | 1.78 | 1.89,0,1.06 | 1.13 | 1.21,699.798,0.000,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1
1744615446,299500,3,1,4,4,2.207,0,0,0.01 | 0.01 | 0.01,0,1.66 | 1.78 | 1.89,0,1.06 | 1.13 | 1.21,699.798,0.000,0,1,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,1
1744615446,299500,3,1,4,4,1.293,1,0,0.01 | 0.01 | 0.01,0,1.66 | 1.78 | 1.89,0,1.06 | 1.13 | 1.21,699.798,0.000,0,1,0,0,0,0,0,0,1,0,,0,,0,,0,0,0,1
1744615446,299500,3,1,4,4,1.293,1,0,0.01 | 0.01 | 0.01,0,1.66 | 1.78 | 1.89,0,1.06 | 1.13 | 1.21,699.798,0.000,0,1,0,0,0,0,0,0,1,0,,0,,0,,0,0,0,1
1744615446,299500,3,1,4,4,1.293,1,0,0.01 | 0.01 | 0.01,0,1.66 | 1.78 | 1.89,0,1.06 | 1.13 | 1.21,699.798,0.000,0,1,0,0,0,0,0,0,1,0,,0,,0,,0,0,0,1
1744615447,299500,3,1,4,4,1.293,1,0,0.01 | 0.01 | 0.01,0,1.66 | 1.78 | 1.89,0,1.06 | 1.13 | 1.21,699.798,0.000,0,1,0,0,0,0,0,0,1,0,,0,,0,,0,0,0,1
1744615447,299500,3,1,4,4,1.293,1,0,0.01 | 0.01 | 0.01,0,1.66 | 1.78 | 1.89,0,1.06 | 1.13 | 1.21,699.798,0.000,0,1,0,0,0,0,0,0,1,0,,0,,0,,0,0,0,1
1744615447,499167,3,2,4,4,1.293,1,0,0.01 | 0.01 | 0.01,0,1.66 | 1.78 | 1.89,0,1.06 | 1.13 | 1.21,699.798,0.000,0,1,0,0,0,0,0,0,1,0,,0,,0,,0,0,0,1
1744615447,499167,3,2,4,4,1.293,1,0,0.01 | 0.01 | 0.01,0,1.66 | 1.78 | 1.89,0,1.06 | 1.13 | 1.21,699.798,0.000,0,1,0,0,0,0,0,0,1,0,,0,,0,,0,0,0,1
1744615447,499167,3,2,4,4,1.293,1,0,0.01 | 0.01 | 0.01,0,1.66 | 1.78 | 1.89,0,1.06 | 1.13 | 1.21,699.798,0.000,0,1,0,0,0,0,0,0,1,0,,0,,0,,0,0,0,1
1744615447,499167,3,2,4,4,1.293,1,0,0.01 | 0.01 | 0.01,0,1.66 | 1.78 | 1.89,0,1.06 | 1.13 | 1.21,699.798,0.000,0,1,0,0,0,0,0,0,1,0,,0,,0,,0,0,0,1
1744615447,499167,3,2,4,4,1.293,1,0,0.01 | 0.01 | 0.01,0,1.66 | 1.78 | 1.89,0,1.06 | 1.13 | 1.21,699.798,0.000,0,1,0,0,0,0,0,0,1,0,,0,,0,,0,0,0,1
1744615447,499167,3,2,4,4,2.243,1,0,0.01 | 0.01 | 0.01,0,1.31 | 1.62 | 1.89,0,1.06 | 1.23 | 1.53,604.443,0.000,0,1,0,0,0,0,0,0,1,0,,0,,0,,0,0,0,1
1744615447,499167,3,2,4,4,2.243,1,0,0.01 | 0.01 | 0.01,0,1.31 | 1.62 | 1.89,0,1.06 | 1.23 | 1.53,604.443,0.000,0,1,0,0,0,0,0,0,1,0,,0,,0,,0,0,0,1
1744615447,499167,1,2,4,4,2.243,1,0,0.01 | 0.01 | 0.01,0,1.31 | 1.62 | 1.89,0,1.06 | 1.23 | 1.53,604.443,0.000,0,1,0,0,0,0,0,0,1,0,,0,,0,,0,0,0,1
1744615447,499167,1,2,4,4,2.243,1,0,0.01 | 0.01 | 0.01,0,1.31 | 1.62 | 1.89,0,1.06 | 1.23 | 1.53,604.443,0.000,0,1,0,0,0,0,0,0,1,0,,0,,0,,0,0,0,1
1744615448,499167,1,2,4,4,2.243,1,0,0.01 | 0.01 | 0.01,0,1.31 | 1.62 | 1.89,0,1.06 | 1.23 | 1.53,604.443,0.000,0,1,0,0,0,0,0,0,1,0,,0,,0,,0,0,0,1
1744615448,499167,1,2,4,4,2.243,1,0,0.01 | 0.01 | 0.01,0,1.31 | 1.62 | 1.89,0,1.06 | 1.23 | 1.53,604.443,0.000,0,1,0,0,0,0,0,0,1,0,,0,,0,,0,0,0,1
1744615448,499167,1,2,4,4,2.243,1,0,0.01 | 0.01 | 0.01,0,1.31 | 1.62 | 1.89,0,1.06 | 1.23 | 1.53,604.443,0.000,0,1,0,0,0,0,0,0,1,0,,0,,0,,0,0,0,1
1744615448,499167,1,2,4,4,2.243,1,0,0.01 | 0.01 | 0.01,0,1.31 | 1.62 | 1.89,0,1.06 | 1.23 | 1.53,604.443,0.000,0,1,0,0,0,0,0,0,1,0,,0,,0,,0,0,0,1
1744615448,499167,1,2,4,4,2.243,1,0,0.01 | 0.01 | 0.01,0,1.31 | 1.62 | 1.89,0,1.06 | 1.23 | 1.53,604.443,0.000,0,1,0,0,0,0,0,0,1,0,,0,,0,,0,0,0,1
1744615448,499167,1,2,4,4,1.446,1,0,0.01 | 0.01 | 0.01,0,1.31 | 1.56 | 1.89,0,1.06 | 1.28 | 1.53,675.478,0.000,0,1,0,0,0,0,0,0,1,0,,0,,0,,0,0,0,1
1744615448,499167,1,2,4,4,1.446,1,0,0.01 | 0.01 | 0.01,0,1.31 | 1.56 | 1.89,0,1.06 | 1.28 | 1.53,675.478,0.000,0,1,0,0,0,0,0,0,1,0,,0,,0,,0,0,0,1
1744615448,499167,1,2,4,4,1.446,1,0,0.01 | 0.01 | 0.01,0,1.31 | 1.56 | 1.89,0,1.06 | 1.28 | 1.53,675.478,0.000,0,1,0,0,0,0,0,0,1,0,,0,,0,,0,0,0,1
1744615448,499167,1,2,4,4,1.446,1,0,0.01 | 0.01 | 0.01,0,1.31 | 1.56 | 1.89,0,1.06 | 1.28 | 1.53,675.478,0.000,0,1,0,0,0,0,0,0,1,0,,0,,0,,0,0,0,1
1744615449,499167,1,2,4,4,1.446,1,0,0.01 | 0.01 | 0.01,0,1.31 | 1.56 | 1.89,0,1.06 | 1.28 | 1.53,675.478,0.000,0,1,0,0,0,0,0,0,1,0,,0,,0,,0,0,0,1
1744615449,499167,1,2,4,4,1.446,1,0,0.01 | 0.01 | 0.01,0,1.31 | 1.56 | 1.89,0,1.06 | 1.28 | 1.53,675.478,0.000,0,1,0,0,0,0,0,0,1,0,,0,,0,,0,0,0,1
1744615449,499167,1,2,4,4,1.446,1,0,0.01 | 0.01 | 0.01,0,1.31 | 1.56 | 1.89,0,1.06 | 1.28 | 1.53,675.478,0.000,0,1,0,0,0,0,0,0,1,0,,0,,0,,0,0,0,1
1744615449,499167,1,2,4,4,1.446,1,0,0.01 | 0.01 | 0.01,0,1.31 | 1.56 | 1.89,0,1.06 | 1.28 | 1.53,675.478,0.000,0,1,0,0,0,0,0,0,1,0,,0,,0,,0,0,0,1
1744615449,499167,1,2,4,4,1.446,1,0,0.01 | 0.01 | 0.01,0,1.31 | 1.56 | 1.89,0,1.06 | 1.28 | 1.53,675.478,0.000,0,1,0,0,0,0,0,0,1,0,,0,,0,,0,0,0,1
1744615449,499167,1,2,4,4,1.446,1,0,0.01 | 0.01 | 0.01,0,1.31 | 1.56 | 1.89,0,1.06 | 1.28 | 1.53,675.478,0.000,0,1,0,0,0,0,0,0,1,0,,0,,0,,0,0,0,1
1744615449,499167,1,2,4,4,2.382,1,0,0.01 | 0.01 | 0.01,0,1.31 | 1.56 | 1.89,0,1.06 | 1.28 | 1.53,675.478,0.000,0,1,0,0,0,0,0,0,1,0,,0,,0,,0,0,0,1
1744615449,499167,1,2,4,4,2.382,1,0,0.01 | 0.01 | 0.01,0,1.31 | 1.56 | 1.89,0,1.06 | 1.28 | 1.53,675.478,0.000,0,1,0,0,0,0,0,0,1,0,,0,,0,,0,0,0,1
1744615449,499167,1,2,4,4,2.382,1,0,0.01 | 0.01 | 0.01,0,1.31 | 1.56 | 1.89,0,1.06 | 1.28 | 1.53,675.478,0.000,0,1,0,0,0,0,0,0,1,0,,0,,0,,0,0,0,1
1744615449,499167,2,2,4,4,2.382,1,0,0.01 | 0.01 | 0.01,0,1.31 | 1.56 | 1.89,0,1.06 | 1.28 | 1.53,675.478,0.000,0,1,0,0,0,0,0,0,1,0,,0,,0,,0,0,0,1
1744615450,499167,2,2,4,4,2.382,1,0,0.01 | 0.01 | 0.01,0,1.31 | 1.56 | 1.89,0,1.06 | 1.28 | 1.53,675.478,0.000,0,1,0,0,0,0,0,0,1,0,,0,,0,,0,0,0,1
1744615450,499167,2,2,4,4,2.382,1,0,0.01 | 0.01 | 0.01,0,1.31 | 1.56 | 1.89,0,1.06 | 1.28 | 1.53,675.478,0.000,0,1,0,0,0,0,0,0,1,0,,0,,0,,0,0,0,1
1744615450,499167,2,2,4,4,2.382,1,0,0.01 | 0.01 | 0.01,0,1.31 | 1.56 | 1.89,0,1.06 | 1.28 | 1.53,675.478,0.000,0,1,0,0,0,0,0,0,1,0,,0,,0,,0,0,0,1
1744615450,499167,2,2,4,4,2.382,1,0,0.01 | 0.01 | 0.01,0,1.31 | 1.56 | 1.89,0,1.06 | 1.28 | 1.53,675.478,0.000,0,1,0,0,0,0,0,0,1,0,,0,,0,,0,0,0,1
1744615450,499167,2,2,4,4,2.382,1,0,0.01 | 0.01 | 0.01,0,1.31 | 1.56 | 1.89,0,1.06 | 1.28 | 1.53,675.478,0.000,0,1,0,0,0,0,0,0,1,0,,0,,0,,0,0,0,1
1744615450,499167,2,2,4,4,2.382,1,0,0.01 | 0.01 | 0.01,0,1.31 | 1.56 | 1.89,0,1.06 | 1.28 | 1.53,675.478,0.000,0,1,0,0,0,0,0,0,1,0,,0,,0,,0,0,0,1
1744615450,499167,2,2,4,4,3.306,1,0,0.01 | 0.01 | 0.01,0,1.31 | 1.52 | 1.89,0,1.06 | 1.32 | 1.53,690.989,0.000,0,1,0,0,0,0,0,0,1,0,,0,,0,,0,0,0,1
